case_seed, iteration, entropy, p01, p10, bias, scc, noxor_h_orig, err, percent_err, alg_idx, algorithm
f8420daa01888cdfda9e6c9a01fad7603b928eedc9e43172eda2e07142438086, 47, 0.250000, 0.159180, 0.520195, 0.234303, 0.320625, 0.125204, -0.124796, 49.918400, 3, tCompression Test Estimate
cb8b85f8e062d88d52316f462041b6b5649b652758e4e7ee21e94dd7a6be5d8d, 48, 0.250000, 0.158203, 0.236284, 0.401035, 0.605513, 0.128069, -0.121931, 48.772400, 3, tCompression Test Estimate
a4b6c87f06471b4f30383f6c42102d88f4d72e689f66d733b969b488c89561a8, 49, 0.250000, 0.159180, 0.610711, 0.206756, 0.230109, 0.161751, -0.088249, 35.299600, 3, tCompression Test Estimate
71fc72ca16a80741e5b9c4cd9c36438910500ea9f7fa54ea78187259e5a3e964, 50, 0.250000, 0.159180, 0.402806, 0.283245, 0.438014, 0.155149, -0.094851, 37.940400, 1, Collision Test Estimate
6fe52aea5257ccd322faffcc012f0c60c9f997d2e4fa6c92970b529930f6c099, 51, 0.250000, 0.970703, 0.158697, 0.859486, -0.129400, 0.161443, -0.088557, 35.422800, 1, Collision Test Estimate
3bc4d680253967574d253367ae4dacfae07d8e98a7f583df1e03ffe397bd535c, 52, 0.250000, 0.159180, 0.553647, 0.223308, 0.287173, 0.128399, -0.121601, 48.640400, 3, tCompression Test Estimate
34a132f7dee62803cc31d54e80f747634bfe08350c280d6f120d2f29f27740e3, 53, 0.250000, 0.159180, 0.695040, 0.186345, 0.145780, 0.126853, -0.123147, 49.258800, 3, tCompression Test Estimate
fe920d5c6930eae93a75930de108e48492dbf47c95d40db91b99f0b303051c03, 54, 0.250000, 0.159180, 0.763076, 0.172598, 0.077745, 0.158398, -0.091602, 36.640800, 3, tCompression Test Estimate
a22c0d7c4645f40b770c029193badba7ac4b209892d874ea9fa52273b7e393e8, 55, 0.250000, 0.159180, 0.674971, 0.190828, 0.165849, 0.129113, -0.120887, 48.354800, 3, tCompression Test Estimate
794f5e527659117add9bec9422cf6380336808a6d3c4783d5ffaecca3648228e, 56, 0.250000, 0.785648, 0.159180, 0.831525, 0.055173, 0.191848, -0.058152, 23.260800, 3, tCompression Test Estimate
40a92ba801bc89f4d089601530adb4f848fa3b785141d8d97af31ab425b7019a, 57, 0.250000, 0.603521, 0.159180, 0.791295, 0.237299, 0.182873, -0.067127, 26.850800, 1, Collision Test Estimate
1e1bff5d849aef7bc21fd5e1b3d597094cccbe45e435b28aecfd3a2ee6a7c8db, 58, 0.250000, 0.929688, 0.159542, 0.853528, -0.089230, 0.129983, -0.120017, 48.006800, 3, tCompression Test Estimate
718544b6c442e749737e2c1d7ee2c662b7a0ad34ad2038f786e812facc4dbb65, 59, 0.250000, 0.159180, 0.656128, 0.195239, 0.184692, 0.178314, -0.071686, 28.674400, 1, Collision Test Estimate
b138f4b18641b5c8ba2546d8b8c532aaba1e7fcd7463c8c50ef9b15a2fd065d5, 60, 0.250000, 0.159180, 0.402170, 0.283566, 0.438651, 0.128636, -0.121364, 48.545600, 3, tCompression Test Estimate
e39203ef326e1514ebe3fa9fa89a4a5d2bebed5d405da6b3c29734af5646cfcf, 61, 0.250000, 0.159180, 0.690883, 0.187256, 0.149938, 0.160285, -0.089715, 35.886000, 3, tCompression Test Estimate
bb50df73aa8e61125ef9fc5b1ee80a73ab99abca16d2e6a9cf62abf87b9a358a, 62, 0.250000, 0.963867, 0.735046, 0.567343, -0.698913, 0.118575, -0.131425, 52.570000, 3, tCompression Test Estimate
440e434df3becf2e1f77e78c9cf35ee379e3c9bb457033d204340c575f108ecf, 63, 0.250000, 0.802488, 0.882812, 0.476169, -0.685301, 0.128827, -0.121173, 48.469200, 3, tCompression Test Estimate
89efc0652a7def2fc44dbfe6f81588a52b6b30ce2e7091d83a2806913b5064ea, 64, 0.250000, 0.231168, 0.158203, 0.593696, 0.610629, 0.166795, -0.083205, 33.282000, 3, tCompression Test Estimate
6b28c40557dd29e99f3215495b27e64860a867582911afa8b52007ad60bc6319, 65, 0.250000, 0.159180, 0.651352, 0.196389, 0.189468, 0.146504, -0.103496, 41.398400, 3, tCompression Test Estimate
137d5ede76f5dfe3407f50f2e2ee816b5347c4bc4c0588d464534160512112df, 66, 0.250000, 0.813220, 0.871094, 0.482820, -0.684314, 0.197570, -0.052430, 20.972000, 3, tCompression Test Estimate
df1c393c43c68edc8cefabdc9c39dd7e4744d76c537308e687fec3e7159766fb, 67, 0.250000, 0.159180, 0.836954, 0.159798, 0.003867, 0.143921, -0.106079, 42.431600, 3, tCompression Test Estimate
be0887aa3e5415c6f0072dea7f3d0213ec0a0281b6f8410a40cb82a4dbeb0329, 68, 0.250000, 0.257515, 0.158203, 0.619446, 0.584282, 0.160537, -0.089463, 35.785200, 3, tCompression Test Estimate
e9ab6dbbaee8ef759c452a3f32e59160be8ca9399476368c31795d82cbc62624, 69, 0.250000, 0.845703, 0.838927, 0.502011, -0.684630, 0.143804, -0.106196, 42.478400, 3, tCompression Test Estimate
5c5034a535ea9f22694c4c7d904451050c901b552e26753e7adc99a5c026988a, 70, 0.250000, 0.158203, 0.252685, 0.385027, 0.589112, 0.119341, -0.130659, 52.263600, 3, tCompression Test Estimate
afe55fe00bf675fe2118f4e1e03eb554c5bdd3404435e0462e8a01f9bd9e1c9b, 71, 0.250000, 0.796168, 0.159180, 0.833380, 0.044653, 0.158803, -0.091197, 36.478800, 3, tCompression Test Estimate
77713e200146b6872b2444625b27fad7ec5516250d373cd3d4007634a7f7734b, 72, 0.250000, 0.159180, 0.688238, 0.187841, 0.152582, 0.136886, -0.113114, 45.245600, 3, tCompression Test Estimate
430c50ea7a4734124065735f44aec5cff65cb67c45a9eccf61b0c8c21f64013c, 73, 0.250000, 0.264506, 0.158203, 0.625740, 0.577291, 0.126956, -0.123044, 49.217600, 1, Collision Test Estimate
f1cb43f92cf1ca2c069a36a7d378377ea55e8e8e7cac57189831ccf312703514, 74, 0.250000, 0.398511, 0.159180, 0.714574, 0.442309, 0.151153, -0.098847, 39.538800, 3, tCompression Test Estimate
d29666762369cf99db86da2438645181bebfa5b7a25ea233f4158aabab76ecdb, 75, 0.250000, 0.314942, 0.158203, 0.665635, 0.526855, 0.128960, -0.121040, 48.416000, 3, tCompression Test Estimate
8f9b2a622c1bcf1473d947231a687a43831db3dd008c5c4772e13e2c6d974adf, 76, 0.250000, 0.843750, 0.158639, 0.841739, -0.002389, 0.127516, -0.122484, 48.993600, 3, tCompression Test Estimate
ce64725b2af56f4b19837b6c81190c2d62a3540b403cfac2d643467873866dd9, 77, 0.250000, 0.875977, 0.808741, 0.519954, -0.684718, 0.190999, -0.059001, 23.600400, 3, tCompression Test Estimate
1db200c455d1e526b485a0af2341816eaa91c1d6caad235b5cc47feef302985f, 78, 0.250000, 0.822913, 0.159180, 0.837918, 0.017907, 0.137678, -0.112322, 44.928800, 3, tCompression Test Estimate
fa760d99155b3e3ea9b172cf4c5be96daf25a54f39c98a2106657968d0bad19a, 79, 0.250000, 0.825549, 0.858398, 0.490246, -0.683948, 0.117600, -0.132400, 52.960000, 3, tCompression Test Estimate
9548bacbf49fe29c0b88ab575402fe9f753c98cfd73843164c4e608af77b86ca, 80, 0.250000, 0.159180, 0.417999, 0.275789, 0.422821, 0.164270, -0.085730, 34.292000, 3, tCompression Test Estimate
87f998394e659dc386c208c4a9bacd0f2dd83f44e8ecfa8d1202bf8030af90b5, 81, 0.250000, 0.245089, 0.158203, 0.607721, 0.596708, 0.166552, -0.083448, 33.379200, 3, tCompression Test Estimate
f4cdf9f0063d70741a9095634ef15834bcf80cade8f463a0bf62bd906fbe1f2b, 82, 0.250000, 0.158203, 0.233737, 0.403641, 0.608059, 0.122645, -0.127355, 50.942000, 3, tCompression Test Estimate
7195eb807ca37f8d985e30101d0870996f24e40619c37d16b8839d0f4d0e212c, 83, 0.250000, 0.507739, 0.159180, 0.761321, 0.333081, 0.156621, -0.093379, 37.351600, 3, tCompression Test Estimate
e3537e4bf77b176f2037bcb4598590ce863f9489bed7232c2da6fe3b9c845a23, 84, 0.250000, 0.812313, 0.873047, 0.481982, -0.685360, 0.161984, -0.088016, 35.206400, 3, tCompression Test Estimate
7d3bef20915f901d442e4bd2329c2b9ca4297ca09df2bb307da8643cfa4f4dda, 85, 0.250000, 0.870117, 0.159051, 0.845457, -0.029168, 0.126536, -0.123464, 49.385600, 3, tCompression Test Estimate
7b930d49aa0e11a1126b1162dc26f24e39bb6cff070f76476feb469f2be80084, 86, 0.250000, 0.716138, 0.989258, 0.419925, -0.705396, 0.122668, -0.127332, 50.932800, 3, tCompression Test Estimate
bdb22cc9608ab29b18cbca66bf399840f013d666f5d385db457bd45a3f9eb9d6, 87, 0.250000, 0.283752, 0.158203, 0.642038, 0.558045, 0.155262, -0.094738, 37.895200, 1, Collision Test Estimate
f2decaa9ab2bffbb39ce8e75e0a84f7d1d3294191626a65df44c69ed2be6ec2d, 88, 0.250000, 0.159180, 0.638363, 0.199588, 0.202457, 0.192615, -0.057385, 22.954000, 3, tCompression Test Estimate
e59dba1938125b034d319693002fa696bb48c1169d327d472f1a6c92a5fd6aca, 89, 0.250000, 0.159180, 0.725375, 0.179955, 0.115445, 0.130211, -0.119789, 47.915600, 3, tCompression Test Estimate
f3bb047f198cb5ce5131ae889b41e410a0fbacd20cbb9fabf4c024136c07bcbe, 90, 0.250000, 0.289790, 0.158203, 0.646863, 0.552007, 0.153321, -0.096679, 38.671600, 3, tCompression Test Estimate
caf3e2d5aa314ba8efb65349f9e86462186a578a0b56b0634337016107472da7, 91, 0.250000, 0.739402, 0.159180, 0.822855, 0.101418, 0.130347, -0.119653, 47.861200, 3, tCompression Test Estimate
ad04a7650d54e86661fbec9d685b0b4bd690d61a01e9d1442ad73ce0f46713bd, 92, 0.250000, 0.830763, 0.853516, 0.493246, -0.684279, 0.140479, -0.109521, 43.808400, 1, Collision Test Estimate
a536fba60592b7878da90d5f7953204b1836c515406f6678a398343254c134d2, 93, 0.250000, 0.865234, 0.159137, 0.844649, -0.024371, 0.191698, -0.058302, 23.320800, 3, tCompression Test Estimate
111b93b63b725d982bbe6f5f85a40f6cbed8ae381b78972996c7520527e5e9fd, 94, 0.250000, 0.942383, 0.159253, 0.855440, -0.101636, 0.123230, -0.126770, 50.708000, 3, tCompression Test Estimate
515a6311a89254adcf0556185fc5d6ecd7e86a616b98f455b8b2d5999ec672a6, 95, 0.250000, 0.159649, 0.972656, 0.140994, -0.132305, 0.186528, -0.063472, 25.388800, 1, Collision Test Estimate
9e1f32597333a0c7a29084a3fef55bd368ddfaf789699c7d12e5fa26abb4ff7e, 96, 0.250000, 0.159180, 0.664633, 0.193223, 0.176187, 0.155526, -0.094474, 37.789600, 3, tCompression Test Estimate
2c993a4a52193ae0cc9348a5bffc5bd16581c8069fe4b852202fd7b704fee910, 97, 0.250000, 0.659999, 0.159180, 0.805684, 0.180821, 0.139935, -0.110065, 44.026000, 3, tCompression Test Estimate
d6becae7214d45af78f0a55dc024fbfe6553373659863efc0821a3d7ae33da14, 98, 0.250000, 0.410298, 0.159180, 0.720481, 0.430523, 0.129399, -0.120601, 48.240400, 3, tCompression Test Estimate
7bec74fe5df210c38162407c00b482b5e05dcddcf102788f82fb283fbaaa62fb, 99, 0.250000, 0.159180, 0.444461, 0.263699, 0.396359, 0.148235, -0.101765, 40.706000, 3, tCompression Test Estimate
3be1d36c730449f88d4fc64955afb9bea1dec962646ef2987a84444eb8db1f33, 100, 0.250000, 0.158203, 0.257506, 0.380562, 0.584291, 0.119018, -0.130982, 52.392800, 3, tCompression Test Estimate
f98b7f00aefab7edcb89437208b6bd7f0b7872fd56fcab204b60e52503d3c3c4, 101, 0.250000, 0.159180, 0.450787, 0.260965, 0.390033, 0.126159, -0.123841, 49.536400, 3, tCompression Test Estimate
73b2914e3d7b9a7e47cf364322360592e85a1199d94341fd2fc2be384f0e496c, 102, 0.250000, 0.885742, 0.159364, 0.847514, -0.045107, 0.195150, -0.054850, 21.940000, 3, tCompression Test Estimate
0f8ccc527b7c1d4af86e2e9bc52e41ec04d523d079b9a797b5f1c45d7e9fd67e, 103, 0.250000, 0.889648, 0.796560, 0.527603, -0.686208, 0.128133, -0.121867, 48.746800, 3, tCompression Test Estimate
aa5fa4d704b2b663dda52fbe0c7b53b5c0566f74534a36ea9b2b8d9ed465ee4c, 104, 0.250000, 0.760616, 0.931641, 0.449468, -0.692256, 0.126347, -0.123653, 49.461200, 3, tCompression Test Estimate
bad80464336a8e7d79af9ddc1f43a0addc9a59d168a680e92fa4f7e5e98323e0, 105, 0.250000, 0.158713, 0.882812, 0.152385, -0.041526, 0.129803, -0.120197, 48.078800, 3, tCompression Test Estimate
9acf02b4d7259515b599645b52fd601b4b4cd7749e57be9fa0efa60387eb629b, 106, 0.250000, 0.159180, 0.411522, 0.278919, 0.429299, 0.197437, -0.052563, 21.025200, 3, tCompression Test Estimate
daf32535cb212795acc3782c986cf703f736ffbcff384f0373e6cda97ce0bea2, 107, 0.250000, 0.159180, 0.565207, 0.219744, 0.275613, 0.183944, -0.066056, 26.422400, 1, Collision Test Estimate
53c6207f899f4f839d3040d778a5fafe442dbe19c77a99b895e0bf98e4ad3e90, 108, 0.250000, 0.159399, 0.925781, 0.146887, -0.085180, 0.159521, -0.090479, 36.191600, 3, tCompression Test Estimate
71de6ec0c49d64462c271d0e991cd95cbf14470e55e90a7759978ca15df0a043, 109, 0.250000, 0.563501, 0.159180, 0.779737, 0.277320, 0.127055, -0.122945, 49.178000, 3, tCompression Test Estimate
9ee547fa15d203112584c383792a806363c7a9d44c0377ad7d69a99ce66a755e, 110, 0.250000, 0.158203, 0.284348, 0.357480, 0.557449, 0.192825, -0.057175, 22.870000, 3, tCompression Test Estimate
c35db2ea12713a769a74641ea2ac89ca228ad86b3081c097cfbd181f16ed2b02, 111, 0.250000, 0.826378, 0.857422, 0.490782, -0.683800, 0.156937, -0.093063, 37.225200, 1, Collision Test Estimate
0492d60ec0673cc867d8e65c5b4dd72035468cabf6f24c220a479637fef32c0e, 112, 0.250000, 0.159180, 0.377682, 0.296500, 0.463138, 0.130122, -0.119878, 47.951200, 3, tCompression Test Estimate
0032d6b028a290c1fc0d91f7eab5b7067547ee157b43ed26cd7785aaab29cbbe, 113, 0.250000, 0.710446, 0.998047, 0.415832, -0.708493, 0.125763, -0.124237, 49.694800, 3, tCompression Test Estimate
e67f8601823f79e774eebea0370e037bb34d861f3f911d917a479c01e9d540d5, 114, 0.250000, 0.348504, 0.158203, 0.687782, 0.493293, 0.191590, -0.058410, 23.364000, 3, tCompression Test Estimate
f2581007c22cc2628178a977d2d6998f4d5d0c1e86c31a13189cd434c04088c6, 115, 0.250000, 0.772551, 0.159180, 0.829157, 0.068269, 0.192012, -0.057988, 23.195200, 3, tCompression Test Estimate
1c3b2762fd37711d3fd64b3427fb22627d117b0589e98f0a073eac3a03afb369, 116, 0.250000, 0.439381, 0.159180, 0.734063, 0.401439, 0.126316, -0.123684, 49.473600, 1, Collision Test Estimate
224831f43db4eb969ab7cff852242df32e05b598ae0e46f5f632ec1c9cc7f058, 117, 0.250000, 0.159180, 0.380531, 0.294935, 0.460289, 0.195477, -0.054523, 21.809200, 3, tCompression Test Estimate
eca5069f730d2d7bc03e5ee4fce4036f7de4b138e650cdfe4d255aab4ee730ee, 118, 0.250000, 0.318547, 0.158203, 0.668163, 0.523250, 0.156285, -0.093715, 37.486000, 3, tCompression Test Estimate
2ffac2f0710f0fc49ce15b7590621947c2e3c71d067806ec8005b274aa7f3efe, 119, 0.250000, 0.761707, 0.930664, 0.450083, -0.692371, 0.142370, -0.107630, 43.052000, 3, tCompression Test Estimate
7f7838e7c4730c95b8b33bdd5f077dbadc1669d72bebcb1e3b4d105f1bee273f, 120, 0.250000, 0.939453, 0.753674, 0.554863, -0.693127, 0.129989, -0.120011, 48.004400, 3, tCompression Test Estimate
249d1964d7772ef963e6688d319fced5fa918ef32491808a5b52af1c2cdac3cd, 121, 0.250000, 0.829540, 0.853516, 0.492877, -0.683055, 0.192751, -0.057249, 22.899600, 3, tCompression Test Estimate
684a09bebc43e5c6f487d4371c45174f3c2f70294db95c57540e87032f0ace79, 122, 0.250000, 0.943359, 0.158908, 0.855835, -0.102268, 0.162313, -0.087687, 35.074800, 1, Collision Test Estimate
211539ae6f82ab67b36f86b8f4518933ca2a19724679bf7b1fee57121c53bdfc, 123, 0.250000, 0.900391, 0.159130, 0.849809, -0.059521, 0.149879, -0.100121, 40.048400, 3, tCompression Test Estimate
38ce48d1a2dafafa7ee4e28033d78f61f6ac4ab85b0cd3a7cd980682b6da0082, 124, 0.250000, 0.472369, 0.159180, 0.747954, 0.368451, 0.156549, -0.093451, 37.380400, 3, tCompression Test Estimate
8a5f96136849a7232153cc1d59abe7541d2704fdfff581cc551770ba60c0c8d4, 125, 0.250000, 0.820461, 0.864258, 0.487002, -0.684719, 0.128723, -0.121277, 48.510800, 3, tCompression Test Estimate
41c678899da2b739238983409af61ef1d6ef0274ad3e97cf1d64c656a02a7b78, 126, 0.250000, 0.830767, 0.853516, 0.493247, -0.684282, 0.183766, -0.066234, 26.493600, 1, Collision Test Estimate
c8b745f2afa2baca6082b7f6851f104c6a131c41f6c923e641d1e490effb7564, 127, 0.250000, 0.371855, 0.159180, 0.700246, 0.468965, 0.124574, -0.125426, 50.170400, 3, tCompression Test Estimate
78dfd6f7f48a357d0f37e2c4bcf040144417248bba41ffdf0438e96549b53a7d, 128, 0.250000, 0.159180, 0.384139, 0.292977, 0.456682, 0.139960, -0.110040, 44.016000, 1, Collision Test Estimate
359d58ddd4c0f568a6db260b9e5ba44bb28d093949019c034dcdf04c584252fc, 129, 0.250000, 0.960938, 0.736675, 0.566052, -0.697613, 0.126791, -0.123209, 49.283600, 3, tCompression Test Estimate
1aed2f49e2cc570214e53b2baf80907233a72f301a6b7edeb56e1b43de90993c, 130, 0.250000, 0.158919, 0.878906, 0.153127, -0.037825, 0.139274, -0.110726, 44.290400, 3, tCompression Test Estimate
94598892a3f47790f20ae0b004ea48cc84231054c78dfa3b8932cb71e231acca, 131, 0.250000, 0.159180, 0.605603, 0.208137, 0.235217, 0.129077, -0.120923, 48.369200, 3, tCompression Test Estimate
4fc95624f452331e74bf3a531a6575ab967ddae26bc7bcf06fe4cafe9644303e, 132, 0.250000, 0.158203, 0.236495, 0.400820, 0.605301, 0.147350, -0.102650, 41.060000, 3, tCompression Test Estimate
aaa316380d48527eb395bb361d62e188092f1bad149d6f93c5aa541d5c488d54, 133, 0.250000, 0.159180, 0.570549, 0.218136, 0.270272, 0.130105, -0.119895, 47.958000, 3, tCompression Test Estimate
c242f2493681681fa3b52dbbbf908da9559f03aa2b60610800da9b1b150455b2, 134, 0.250000, 0.159180, 0.622018, 0.203764, 0.218803, 0.165207, -0.084793, 33.917200, 3, tCompression Test Estimate
bd86e9eba205dfd36a09385fd0e9ce2a63979341ee19f97ae85c4e7d2312a539, 135, 0.250000, 0.494390, 0.159180, 0.756446, 0.346430, 0.129508, -0.120492, 48.196800, 3, tCompression Test Estimate
ea7c7da73276d7a017620d6a72a9af6a4d0bb4c14b25c12e42b8e9327ff40177, 136, 0.250000, 0.379799, 0.159180, 0.704664, 0.461022, 0.126615, -0.123385, 49.354000, 3, tCompression Test Estimate
4036ca12eda495007cf83d57e79cde54462ed2b1840344242ba028ecfe695bd3, 137, 0.250000, 0.158203, 0.161591, 0.494703, 0.680206, 0.191774, -0.058226, 23.290400, 3, tCompression Test Estimate
34d097f3363d27000645e69458e1a5da5ccb2dff06be3bfe58b032d8f8d3e52a, 138, 0.250000, 0.902344, 0.784183, 0.535031, -0.686527, 0.196489, -0.053511, 21.404400, 3, tCompression Test Estimate
7f8de1a6f00b8c44b18363d5580b61a801257ceecfc98fe9204ffc7777bf1c28, 139, 0.250000, 0.578720, 0.159180, 0.784280, 0.262101, 0.180946, -0.069054, 27.621600, 1, Collision Test Estimate
60f0ea0573407e45dd44e6e6709298ef4843505244fbacd9c4ca2269a92182bc, 140, 0.250000, 0.159497, 0.980469, 0.139914, -0.139966, 0.186483, -0.063517, 25.406800, 1, Collision Test Estimate
f83225c8eeec9340bd2a53c925eddd1e017d89c7af0e7e12eea5a114691472a2, 141, 0.250000, 0.829846, 0.854492, 0.492684, -0.684339, 0.194289, -0.055711, 22.284400, 3, tCompression Test Estimate
3170093014937cf624113ab4a73bc8e77bc5818ab532fcfaab039a304c9ff94d, 142, 0.250000, 0.486295, 0.159180, 0.753391, 0.354525, 0.186477, -0.063523, 25.409200, 1, Collision Test Estimate
3e2e5ac8458cc8695b46aea7a731dd67d82322625128820456b1089e1b784f34, 143, 0.250000, 0.882812, 0.159607, 0.846888, -0.042420, 0.126339, -0.123661, 49.464400, 1, Collision Test Estimate
82b809d1e206594318243fdc3eeb97ffdaabb1c3f5c1b7b84613c103037f4472, 144, 0.250000, 0.159180, 0.698696, 0.185551, 0.142125, 0.194485, -0.055515, 22.206000, 3, tCompression Test Estimate
026b69fb073695bd704d02d79a994ebeef4ec36ef5db0ff81257fd0049acbd71, 145, 0.250000, 0.159180, 0.409242, 0.280038, 0.431578, 0.130313, -0.119687, 47.874800, 3, tCompression Test Estimate
8510e6feb7737a76e430e27ec3d7d70be75f92567fd9a25fa578a8eccdd8b68e, 146, 0.250000, 0.543517, 0.159180, 0.773473, 0.297304, 0.194301, -0.055699, 22.279600, 3, tCompression Test Estimate
db7bcdd75e137fe85f3c78fcaa9ccf925992259a775266fd189e9737346b51b5, 147, 0.250000, 0.159335, 0.928711, 0.146441, -0.088046, 0.191961, -0.058039, 23.215600, 3, tCompression Test Estimate
66649c456b005696a6d8f00ee311e8017d2628643af0a9fcd7330db40f586a37, 148, 0.250000, 0.725578, 0.976562, 0.426274, -0.702141, 0.151778, -0.098222, 39.288800, 3, tCompression Test Estimate
9abb09e005d2391c5f827c386aa208fb775c2006a631c2fc72f49bbe5657a421, 149, 0.250000, 0.159180, 0.777103, 0.170012, 0.063717, 0.165809, -0.084191, 33.676400, 3, tCompression Test Estimate
f500d9830fe5d3ef52f0a491544b1871fd10e4cdf3e6c56dd17e2bbe87c58b8b, 150, 0.250000, 0.753497, 0.940430, 0.444823, -0.693926, 0.189650, -0.060350, 24.140000, 3, tCompression Test Estimate
edbd2fe4f2f856ab985320eece056e2a2a38bd5e77bab6047ecca5c135f4f638, 151, 0.250000, 0.159180, 0.544023, 0.226364, 0.296797, 0.128184, -0.121816, 48.726400, 3, tCompression Test Estimate
5e19c37d72990ef7059a37a6c8837f35f51cc8d0f5cb653815ae23ecefe84f66, 152, 0.250000, 0.159180, 0.353179, 0.310680, 0.487642, 0.128438, -0.121562, 48.624800, 3, tCompression Test Estimate
c34a1ce3385a9c619dbd46887bf4443cfd7222801354a54938d9cdd3e944691a, 153, 0.250000, 0.928711, 0.159063, 0.853772, -0.087774, 0.129308, -0.120692, 48.276800, 3, tCompression Test Estimate
e2f814a45d75f5607bc358003d96a7270393c0484763ff353539f6bdab7d03bb, 154, 0.250000, 0.158877, 0.852539, 0.157084, -0.011416, 0.129700, -0.120300, 48.120000, 3, tCompression Test Estimate
bad66df4c08c95348102a6047c637202954657139f33d79536e11f0515fe045a, 155, 0.250000, 0.861328, 0.821928, 0.511704, -0.683256, 0.154116, -0.095884, 38.353600, 1, Collision Test Estimate
5642d5c3aa6373d5941604a7cbb8d8d0ab5adbcec145d2ff3921d499b5e431fb, 156, 0.250000, 0.319635, 0.158203, 0.668919, 0.522162, 0.126803, -0.123197, 49.278800, 3, tCompression Test Estimate
8a12ae07ced85478eca8be4e0f509d7c7c083e04b0748e435eb6f6f81449b1e9, 157, 0.250000, 0.831914, 0.159180, 0.839390, 0.008906, 0.166128, -0.083872, 33.548800, 3, tCompression Test Estimate
367bf3afc0fca6a7b8fee60b1721ffe56bf72707106c09e3f5caf064c0a77b3b, 158, 0.250000, 0.990234, 0.715057, 0.580684, -0.705291, 0.129433, -0.120567, 48.226800, 3, tCompression Test Estimate
dd87c3453ab582ac79a39ffaadaa66ad0c22b2ef1079430e15d9e8f53541b0f5, 159, 0.250000, 0.723813, 0.978516, 0.425190, -0.702329, 0.158161, -0.091839, 36.735600, 3, tCompression Test Estimate
b857cd5ba3e27c8416a086160c92bb1807cf7ec5eb259d3fef80e0f442760239, 160, 0.250000, 0.159180, 0.444477, 0.263693, 0.396344, 0.141862, -0.108138, 43.255200, 3, tCompression Test Estimate
42b5215fb51cdcb5ef452ab4b3a3254d5fb0e19169f9a24cfaf2b674cea69321, 161, 0.250000, 0.347386, 0.158203, 0.687092, 0.494411, 0.124141, -0.125859, 50.343600, 3, tCompression Test Estimate
0f7a81d1ba980ae16b4b4826f31629c25513b88903c9398b61370974e165451e, 162, 0.250000, 0.469540, 0.159180, 0.746819, 0.371280, 0.144071, -0.105929, 42.371600, 3, tCompression Test Estimate
a466fb6971f5e4ee4422741fbf7c5e2fc7c9ef59fcccdc6c77d84b90091d8c36, 163, 0.250000, 0.159180, 0.727444, 0.179535, 0.113376, 0.117588, -0.132412, 52.964800, 3, tCompression Test Estimate
e4c3d21126b66b96f6e29009040d0329e4c16203ffff425516406ce9751fadd0, 164, 0.250000, 0.216391, 0.158203, 0.577668, 0.625405, 0.159838, -0.090162, 36.064800, 3, tCompression Test Estimate
bfc20d270ce5abe18e3953897ccb3c0cbd169aab30055cb8c41295c1476d0894, 165, 0.250000, 0.793031, 0.159180, 0.832831, 0.047789, 0.191681, -0.058319, 23.327600, 3, tCompression Test Estimate
df8d6bc07cb9f62767ba9b6a170a63a3ed5c011cdaa7f9d2d9f73fa5d3fe77e9, 166, 0.250000, 0.159180, 0.698462, 0.185602, 0.142359, 0.190473, -0.059527, 23.810800, 3, tCompression Test Estimate
53628aea5482eb52d996c9d5e2fd52297a6514163e5d726de091ffe8952a9061, 167, 0.250000, 0.879883, 0.159326, 0.846685, -0.039209, 0.190832, -0.059168, 23.667200, 3, tCompression Test Estimate
8f6b70db6743bc7e65b75bf9ad4fd807f465fbd5fcc93bcadbc5ff162bc704d3, 168, 0.250000, 0.618370, 0.159180, 0.795280, 0.222451, 0.159139, -0.090861, 36.344400, 3, tCompression Test Estimate
16c3e468a89388fdea4098b07e0aedf7d0ebec6aa47db84e774aaa40639f42f7, 169, 0.250000, 0.158595, 0.855469, 0.156396, -0.014064, 0.144163, -0.105837, 42.334800, 3, tCompression Test Estimate
5ed293cca20abad7e2375d8eb31f17f2ee12d96f95d32bd3b4154ca26565c225, 170, 0.250000, 0.307707, 0.158203, 0.660443, 0.534090, 0.189406, -0.060594, 24.237600, 3, tCompression Test Estimate
7181ee93aa74b9132712cf3dcedd43691c010d491388bf8fe2310315db3ea108, 171, 0.250000, 0.647947, 0.159180, 0.802782, 0.192873, 0.127443, -0.122557, 49.022800, 3, tCompression Test Estimate
9019477793e154fe12c9e07f35bb061f7b2de861a53021823365c27548ed7b6d, 172, 0.250000, 0.158203, 0.318423, 0.331923, 0.523374, 0.129327, -0.120673, 48.269200, 3, tCompression Test Estimate
b09841dcaaa46ee39e14e3530fb5b0cde4178f8ab64e407f98ee70904c57a527, 173, 0.250000, 0.692317, 0.159180, 0.813059, 0.148503, 0.166902, -0.083098, 33.239200, 3, tCompression Test Estimate
55cfdeaf378953c2c75965c701a4a38a5282184427cef70dfd498fd0fbf19873, 174, 0.250000, 0.159180, 0.574990, 0.216816, 0.265830, 0.191628, -0.058372, 23.348800, 3, tCompression Test Estimate
43f24015a6a382d050973712ec044726d5fe294ab04212a66d9f17362e7c2c55, 175, 0.250000, 0.922852, 0.767430, 0.545975, -0.690281, 0.193028, -0.056972, 22.788800, 3, tCompression Test Estimate
